"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Running","Run","","","","2022-11-15","","446.480010986328","","","","","0.0429702773690224","2.88599991798401","","163","","149","166","","","1.13348388135572","5.7","1","0","1","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-11-15","","731.51999888809","","",""," *11/16/2022 Quincy Wofford: No idea why this didn't collect laps...I got in about  800m before the pool closed I think?*","0","0.014514285692224","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"Running","Run","","","","2022-11-15","","504.720001220703","","","","","0.0580827780067921","2.41400003433228","","157","","126","152","","","0.848756847899416","4.31","3","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-16","","526.580017089844","","","","","0.0587180554866791","2.4909999370575","","159","","133","161","","","0.997031234574288","6.01","2","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"AEROBIC PACE 12x100","Swim","600 = 400 swim/200 kick 400 = 8 x 50 perfect form w/30"" rest 1000 = 10 X 100 w/20"" rest 500 = 2 x 250 pull 100 = 100 easy misc strokes","0.966666666666667","2468.8798828125","2022-11-16","","1325.88003540039","","","","","0.474066390461392","0.774915274927172","","22","","136","185","","","1.12935281661251","65.91","0","0","0","0","0","0","28","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2022-11-16","","5165.990234375","","","","","0.588058054447174","2.44000005722046","","161","","141","151","","","0.803557139733113","41.51","35","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-11-16","","552.830017089844","","","","","0.0536908358335495","2.85999989509583","","162","","139","163","","","0.95265715584311","5.01","2","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"TEMPO/SWEET SPOT 8 & 3'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 8 @ low Zone 3 straight into 3' @ SweetSpot 5' Easy 3' @ SweetSpot 5' Easy 3' @ SweetSpot straight into 6' low Zone 3 --------- OPTIONAL 20' OF ENDURANCE Warm down","1.25","","2022-11-17","","0","","","","","1.32948637008667","0","","","","138","168","","","0.676702454226999","67.94","6","41","31","2","0","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-18","","6427.52001953125","","","","","0.731119155883789","2.44199991226196","","157","","132","155","","","0.809421393986415","52.65","44","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"ME01.5 Muscular Endurance - 3X(5X100)","Swim","Warmup 500= 300 Swim/200 Kick --------------- Main sets 200= 4x50 fist drill swim 500= 5x100 @ Tpace w15"" rest 200= 4x50 catch-up drill 500= 5x100 @ Tpace -:02 w/20"" rest 200= 4x50 kick 500= 5x100 @ Tpace -:03 w/20"" rest 200 mix strokes","0.933333333333333","2560.32006835938","2022-11-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROGRESSIVE ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ----- MS: Endurance Ride, progressive effort. Break the ride down into 4 equal time segments. Begin ride at the lower end of the endurance zone and increase effort (avg power or avg HR) each segment, ending the ride with the hardest effort for the last segment. TARGET: Endurance (PW iLevels Z2) CADENCE: Self selected, to make this more challenging, increase avg RPM with each segment along with effort. ----- CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","2.33333333333333","","2022-11-20","","46846.05859375","119","457","1016.96","","2.37722229957581","5.47399997711182","","62","","","","","","0.665376734313063","105.12","","","","","","","","","","","37","72","28","4","3","2","1","0","","","",""
"Cycling","Bike","","","","2022-11-20","","46846.05859375","119","457","1016.96","","2.37722229957581","5.47399997711182","","62","","","","","","0.90980103756142","196.53","","","","","","","","","","","21","22","42","42","10","6","","","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-11-21","","11957.6396484375","","","","","1.26902556419373","2.61700010299683","","163","","159","185","","","0.873887130008801","108.04","20","20","22","12","1","0","0","","","","","","","","","","","","","","","5"
"SPEED/ENDURANCE 3 x (SPRINT/6' @ SST/SPRINT)","Bike","W/U 10min easy spin @ 90rpm+ with Mixed Terrain @ Z2-Z3 effort . Main Set: x 3 . 30sec sprint out of the seat HARD straight into: 6min at SWEETSPOT straight into: 30sec sprint out of the seat at HARD","1.25","","2022-11-22","","22761.51953125","118","474","481.949","","1.12805557250977","5.60500001907349","","52","","","","","","0.723479383385058","58.51","","","","","","","","","","","27","15","9","9","5","2","1","0","","","",""
"200s 150s 50s","Swim","Warmup 400 swim 4 X 25 low stroke count ----------- 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= kick 200= mix stroke warm down","0.8","2194.56005859375","2022-11-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEMPO/SWEET SPOT 8'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 5' @ low Zone 3 straight into 8' @ SweetSpot 5' Easy 8' @ SweetSpot 5' Easy 8' @ SweetSpot straight into 5' low Zone 3 --------- Warm down @ Zone 2","1.25","","2022-11-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-24","","8523.8701171875","","","","","0.872669756412506","2.71300005912781","","165","","151","170","","","0.893527245370386","76.93","30","16","7","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AEROBIC PACE 10x100","Swim","600 = 400 swim/200 kick 400 = 8 x 50 perfect form w/30"" rest 1000 = 10 X 100 w/20"" rest 500 = 2 x 250 pull 100 = 100 easy misc strokes","","2377.43994140625","2022-11-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The Grind ME 45'","Bike","WU: 15 - 20 minutes working at Endurance (Power Z2) with 4 x 1-minute Fast Pedals (100+ RPM) to wake up your legs. ------- MS: TEMPO – Complete 1 x 45-minute TEMPO (Power Z3) effort. Break this effort into three equal cadence efforts of 15 minutes. The first 15 minutes should be 1 – 2 gears HARDER/SLOWER/LOWER then natural cadence (Target 70-85 cadence), the 2nd 15 minutes should be a more NATURAL cadence (Target 80–95) and the final 15 minutes should be at back to LOWER RPM -------- CD: 10 minutes of easy pedaling.","2","","2022-11-26","Tempo efforts build and maintain muscular endurance and are an important part of maintaining strength. By adding some cadence elements to our Tempo work we can “maximize” the benefit.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-11-27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-11-29","","7532.47021484375","","","","","0.904710531234741","2.31299996376038","","155","","144","165","","","0.769369129405102","59.18","37","17","0","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-11-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LOW CADENCE STRENGTH 6 x 3min","Bike","Warm-Up 25 minutes ---------------- Main Set 6 x 3 minutes @ Z4a SweetSpot - 45-55 RPM w/5 minutes recovery. ------------------------ Extra Volume 35 minutes @ Z2 Endurance ------------------------ Cool Down 5 minutes","1.5","","2022-11-30","Zwift ""Road to Sky"" route is ideal for this workout. ------------ Focus on pushing down AND pulling back up. You want your glutes and quads activated on the way down, and your hamstring and hip flexors activated on the way up. -- Visualize scraping mud off the bottom of your shoe as you pull across the bottom of the stroke. -- To properly engage your hamstrings think about trying to pulling your heel up to your butt when your crank arm is going from 6 o’clock to 10 o’clock. -- Your knees should be tracking straight up and down, no collapsing in or out! -- Your core should be fully engaged to keep your hips rock steady in the saddle. This will be easier if you are both pushing and pulling during each pedal revolution.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-12-01","","1600.20004272461","","","","","0.538901669184367","0.822302180228473","","22","","148","191","","","1.13005488766451","75.3","0","0","0","0","0","0","32","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-12-01","","7493.77001953125","","","","","0.877098023891449","2.37299990653992","","154","","162","178","","","0.829097597080481","66.56","7","9","23","13","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.75","","2022-12-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SHORT POWER PYRAMID 10' 5' 1' 1' 1'","Bike","Main Set 2x 10min @ 90% 2min recovery spin 5min @ 93% 2min recovery spin 1min @ 105% 2min recovery spin 1min @ 105% 2min recovery spin 1min @ 105% . 5min easy recovery spin.","1.25","","2022-12-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE WALK/RUN","Run","2 x 30' run w/2' walk break","1.28333333333333","","2022-12-04","","11620.66015625","","","","","1.43015670776367","2.25699996948242","","153","","152","178","","","0.766492883830371","93.91","27","24","32","3","0","0","0","","","","","","","","","","","","","","",""
"RECOVERY WEEK","Other","","","","2022-12-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROGRESSIVE ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ----- MS: Endurance Ride, progressive effort. Break the ride down into 4 equal time segments. Begin ride at the lower end of the endurance zone and increase effort (avg power or avg HR) each segment, ending the ride with the hardest effort for the last segment. TARGET: Endurance (PW iLevels Z2) CADENCE: Self selected, to make this more challenging, increase avg RPM with each segment along with effort. ----- CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","2.33333333333333","","2022-12-05","","5567.35986328125","203","377","119.521","","0.163055554032326","9.48400020599365","","77","","0","0","","","1.09258160909558","19","","","","","","","","","","","1","1","1","1","1","3","3","1","","","",""
"SKILLS/FORM 1.5","Bike","W/U 10-15min @ Z2-Z3 effort. During the last 5min of the W/U, build effort levels up to upper Z4 and then return slowly back to Z2 effort again. Keep cadence between 90-100 RPM during the W/U. --------------------------- Main Set: 3x . 3min @ 65-70rpm @ Z3 with a focus on even power through the full range of motion. . 2 min easy . 2 min 100 RPM spin @ Z2 to Z3 . 2 min easy ------------------------------- W/D 10-15min @ Z2-Z3 @ 90-100rpm","1","","2022-12-06","This workout will help smooth out pedaling technique and increase muscle recruitment.","277.614044189453","156","391","564.589","","1.00222218036652","0.0769440255514005","","82","","132","177","","","0.847915079771169","71.3","6","29","17","9","0","","","","","","7","17","12","9","9","5","2","1","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.583333333333333","","2022-12-07","","5627.22998046875","","","","","0.675146698951721","2.31500005722046","","158","","141","158","","","0.771224171293091","44.08","36","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"AEROBIC PACE 10x100","Swim","600 = 400 swim/200 kick 400 = 8 x 50 perfect form w/30"" rest 1000 = 10 X 100 w/20"" rest 500 = 2 x 250 pull 100 = 100 easy misc strokes","","2377.43994140625","2022-12-07","","2148.84005737305","","","","","0.741683612399631","0.801506921810163","","21","","143","167","","","1.12379938122204","103.42","0","0","0","0","0","0","44","","","","","","","","","","","","","","",""
"200s 150s 50s","Swim","Warmup 400 swim 4 X 25 low stroke count ----------- 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= kick 200= mix stroke warm down","0.8","2194.56005859375","2022-12-09","","2034.54005432129","","","","","0.761151390605503","0.740371198806874","","21","","135","187","","","1.1264179190407","106.57","0","0","0","0","0","1","45","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1","","2022-12-09","---------","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE or PERCEIVED EXERTION","Run","Moderate endurance effort","0.583333333333333","","2022-12-09","","5824.18017578125","","","","","0.752459704875946","2.15000009536743","","150","","142","167","","","0.723530703455664","43.33","35","9","1","0","0","0","0","","","","","","","","","","","","","","",""
"BIKE FTP HR & POWER TEST","Bike","This fitness test helps you to set your power or heart rate thresholds for Training Peaks. --------------- Warm Up: 12mins in Z2. Then 5 mins as (15secs in Z4, 45secs easy in Z2) ----------------- MAIN SET: 20mins maximal steady state time trial. Go as hard as you can sustain for 20-minutes. Warm Down: 5mins in Z2. TIP: Have a fan fired up, so that heat stress is not a limiting factor for this test.","0.7","","2022-12-10","POWER DATA 1. Take your average power for the 20-minute test. 2. Multiply it by 95% to get your Functional Threshold Power (FTP). 3. Enter your new FTP into Training Peaks: Settings-->Zones-->Power-->add Bike-->Threshold (there is no need to calculate zones). HEART RATE DATA 1. Take your average HR for the 20-minute test, this is your Threshold Bike Heart Rate. 2. Enter 3. Use your new Training Zones from Step 2 to follow the ""Workout Description"" section of your bike workouts. Enter your new Threshold Heart Rate - Look to see what your average heart rate was for the last 20 minutes. Settings-->Zones-->Heart rate-->ADD BIKE-->Threshold Heart Rate--Auto Calculation-->Lactate Threshold-->Method: ANDY COGGAN (5) LEVELS. https://help.trainingpeaks.com/hc/en-us/articles/204073584-How-to-Set-your-Thresholds-and-Calculate-your-Zones","22565.3203125","161","339","408.499","","0.703888893127441","8.90499973297119","","72","","146","176","","","0.886759822076298","54.69","8","10","6","19","0","","","","","","6","14","1","1","7","12","2","0","","","","5"
